Last First Name,school,School/Info,position,start year,end year (-1 current position),,position,,,school,len school name
Shepas Rick,alliance hs, Alliance HS (OH) (DB/WR),db,1989,1989,alliance hs (oh) (db/wr),db,TRUE,13,alliance hs,11
Shepas Rick,massillon hs, Massillon HS (OH),hc,1998,2004,massillon hs (oh),hc,TRUE,14,massillon hs,12
Shepas Rick,poland seminary hs, Poland Seminary HS (OH),hc,1993,1995,poland seminary hs (oh),hc,TRUE,20,poland seminary hs,18
Shepas Rick,poland seminary hs, Poland Seminary HS (OH) (DC),dc,1990,1992,poland seminary hs (oh) (dc),dc,TRUE,20,poland seminary hs,18
Shepas Rick,seneca valley hs, Seneca Valley HS (PA),hc,1996,1997,seneca valley hs (pa),hc,TRUE,18,seneca valley hs,16
Shepas Rick,waynesburg, Waynesburg (PA),hc,2005,-1,waynesburg (pa),hc,TRUE,12,waynesburg,10
Sheppard Mike,baltimore ravens, Baltimore Ravens (WR),wr,1996,1996,baltimore ravens (wr),wr,TRUE,18,baltimore ravens,16
Sheppard Mike,brigham young, BYU (GA),ga,1977,1978,byu (ga),ga,TRUE,5,byu,13
Sheppard Mike,buffalo bills, Buffalo Bills (OC),oc,2001,2001,buffalo bills (oc),oc,TRUE,15,buffalo bills,13
Sheppard Mike,california, California (OC),oc,1992,1992,california (oc),oc,TRUE,12,california,10
Sheppard Mike,california lutheran, California Lutheran (assistant),ga,1974,1976,california lutheran (assistant),ga,TRUE,21,california lutheran,19
Sheppard Mike,cincinnati bengals, Cincinnati Bengals (WR),wr,2007,2010,cincinnati bengals (wr),wr,TRUE,20,cincinnati bengals,18
Sheppard Mike,cleveland browns, Cleveland Browns (TE 93,te,1993,1995,cleveland browns (te 93,te,TRUE,18,cleveland browns,16
Sheppard Mike,idaho state, Idaho State (assistant),ga,1980,1981,idaho state (assistant),ga,TRUE,13,idaho state,11
Sheppard Mike,jacksonville jaguars, Jacksonville Jaguars (QB),qb,2011,2011,jacksonville jaguars (qb),qb,TRUE,22,jacksonville jaguars,20
Sheppard Mike,jacksonville jaguars, Jacksonville Jaguars (WR),wr,2012,2013,jacksonville jaguars (wr),wr,TRUE,22,jacksonville jaguars,20
Sheppard Mike,kansas, Kansas (OC),oc,1983,1983,kansas (oc),oc,TRUE,8,kansas,6
Sheppard Mike,long beach state, Long Beach State,hc,1984,1986,long beach state,hc,TRUE,#VALUE!,long beach state,16
Sheppard Mike,long beach state, Long Beach State (assistant),ga,1982,1982,long beach state (assistant),ga,TRUE,18,long beach state,16
Sheppard Mike,new mexico, New Mexico,hc,1987,1991,new mexico,hc,TRUE,#VALUE!,new mexico,10
Sheppard Mike,new orleans saints, New Orleans Saints (OC),oc,2005,2005,new orleans saints (oc),oc,TRUE,20,new orleans saints,18
Sheppard Mike,new orleans saints, New Orleans Saints (QB),qb,2002,2004,new orleans saints (qb),qb,TRUE,20,new orleans saints,18
Sheppard Mike,san diego chargers, San Diego Chargers (OC),oc,1997,1998,san diego chargers (oc),oc,TRUE,20,san diego chargers,18
Sheppard Mike,seattle seahawks, Seattle Seahawks (QB),qb,1999,2000,seattle seahawks (qb),qb,TRUE,18,seattle seahawks,16
Sheppard Mike,u.s. international, U.S. International (OC),oc,1979,1979,u.s. international (oc),oc,TRUE,20,u.s. international,18
Sheridan Dick,furman, Furman,hc,1978,1985,furman,hc,TRUE,#VALUE!,furman,6
Sheridan Dick,furman, Furman (assistant),ga,1977,1977,furman (assistant),ga,TRUE,8,furman,6
Sheridan Dick,nc state, NC State,hc,1986,1992,nc state,hc,TRUE,#VALUE!,nc state,8
Sherman Mike,green bay packers, Green Bay Packers,hc,2000,2005,green bay packers,hc,TRUE,#VALUE!,green bay packers,17
Sherman Mike,green bay packers, Green Bay Packers (TE),te,1997,1998,green bay packers (te),te,TRUE,19,green bay packers,17
Sherman Mike,holy cross, Holy Cross (OC),oc,1988,1988,holy cross (oc),oc,TRUE,12,holy cross,10
Sherman Mike,holy cross, Holy Cross (OL),ol,1985,1987,holy cross (ol),ol,TRUE,12,holy cross,10
Sherman Mike,houston texans, Houston Texans (OC),oc,2007,2007,houston texans (oc),oc,TRUE,16,houston texans,14
Sherman Mike,houston texans, Houston Texans (Asst. HC),ga,2006,2006,houston texans (asst. hc),ga,TRUE,16,houston texans,14
Sherman Mike,miami dolphins, Miami Dolphins (OC),oc,2012,2013,miami dolphins (oc),oc,TRUE,16,miami dolphins,14
Sherman Mike,pittsburgh, Pittsburgh (GA),hc,1981,1982,pittsburgh (ga),hc,TRUE,12,pittsburgh,10
Sherman Mike,seattle seahawks, Seattle Seahawks (OC),oc,1999,1999,seattle seahawks (oc),oc,TRUE,18,seattle seahawks,16
Sherman Mike,stamford hs, Stamford HS,hc,1978,1978,stamford hs,hc,TRUE,#VALUE!,stamford hs,11
Sherman Mike,texas a&m, Texas A&M,hc,2008,2011,texas a&m,hc,TRUE,#VALUE!,texas a&m,9
Sherman Mike,texas a&m, Texas A&M (OL),ol,1989,1993,texas a&m (ol),ol,TRUE,11,texas a&m,9
Sherman Mike,texas a&m, Texas A&M (OL),ol,1995,1996,texas a&m (ol),ol,TRUE,11,texas a&m,9
Sherman Mike,tulane, Tulane (OL),ol,1983,1984,tulane (ol),ol,TRUE,8,tulane,6
Sherman Mike,ucla, UCLA (OL),ol,1994,1994,ucla (ol),ol,TRUE,6,ucla,4
Sherman Mike,worcester academy, Worcester Academy,hc,1979,1980,worcester academy,hc,TRUE,#VALUE!,worcester academy,17
Sherrill Jackie,alabama, Alabama (GA),ga,1966,1966,alabama (ga),ga,TRUE,9,alabama,7
Sherrill Jackie,arkansas, Arkansas (GA),ga,1967,1967,arkansas (ga),ga,TRUE,10,arkansas,8
Sherrill Jackie,iowa state, Iowa State (AHC/DC),ahc,1970,1972,iowa state (ahc/dc),ahc,TRUE,12,iowa state,10
Sherrill Jackie,iowa state, Iowa State (assistant),ga,1968,1969,iowa state (assistant),ga,TRUE,12,iowa state,10
Sherrill Jackie,mississippi state, Mississippi State,hc,1991,2003,mississippi state,hc,TRUE,#VALUE!,mississippi state,17
Sherrill Jackie,pittsburgh, Pittsburgh,hc,1977,1981,pittsburgh,hc,TRUE,#VALUE!,pittsburgh,10
Sherrill Jackie,pittsburgh, Pittsburgh (AHC),ahc,1973,1975,pittsburgh (ahc),ahc,TRUE,12,pittsburgh,10
Sherrill Jackie,texas a&m, Texas A&M,hc,1982,1988,texas a&m,hc,TRUE,#VALUE!,texas a&m,9
Sherrill Jackie,washington state, Washington State,hc,1976,1976,washington state,hc,TRUE,#VALUE!,washington state,16
Shinnick Peter Pete,arkansas, Arkansas (GA/DL),ga,1989,1989,arkansas (ga/dl),ga,TRUE,10,arkansas,8
Shinnick Peter Pete,azusa pacific, Azusa Pacific,hc,1999,2005,azusa pacific,hc,TRUE,#VALUE!,azusa pacific,13
Shinnick Peter Pete,clemson, Clemson (GA/TE),ga,1990,1991,clemson (ga/te),ga,TRUE,9,clemson,7
Shinnick Peter Pete,humboldt state, Humboldt State (OL),ol,1998,1998,humboldt state (ol),ol,TRUE,16,humboldt state,14
Shinnick Peter Pete,northern michigan, Northern Michigan (OL),ol,1994,1994,northern michigan (ol),ol,TRUE,19,northern michigan,17
Shinnick Peter Pete,oregon state, Oregon State (RC),ga,1992,1993,oregon state (rc),ga,TRUE,14,oregon state,12
Shinnick Peter Pete,richmond, Richmond (OL),ol,1988,1988,richmond (ol),ol,TRUE,10,richmond,8
Shinnick Peter Pete,st. cloud state, St. Cloud State (OC),oc,1995,1997,st. cloud state (oc),oc,TRUE,17,st. cloud state,15
Shinnick Peter Pete,unc pembroke, UNC Pembroke,hc,2005,2013,unc pembroke,hc,TRUE,#VALUE!,unc pembroke,12
Shinnick Peter Pete,west florida, West Florida,hc,2014,-1,west florida,hc,TRUE,#VALUE!,west florida,12
Shoop Bob,army, Army (AS),ga,1998,1998,army (as),ga,TRUE,6,army,4
Shoop Bob,boston college, Boston College (DB),db,1999,2002,boston college (db),db,TRUE,16,boston college,14
Shoop Bob,columbia, Columbia,hc,2003,2005,columbia,hc,TRUE,#VALUE!,columbia,8
Shoop Bob,northeastern, Northeastern (AS),ga,1991,1993,northeastern (as),ga,TRUE,14,northeastern,12
Shoop Bob,penn state, Penn State(DC),dc,2014,-1,penn state(dc),dc,TRUE,11,penn state,10
Shoop Bob,umass, UMass (DB),db,2006,2006,umass (db),db,TRUE,7,umass,5
Shoop Bob,vanderbilt, Vanderbilt (DC),dc,2011,2014,vanderbilt (dc),dc,TRUE,12,vanderbilt,10
Shoop Bob,villanova, Villanova (DC),dc,1997,1997,villanova (dc),dc,TRUE,11,villanova,9
Shoop Bob,virginia, Virginia (GA),ga,1990,1990,virginia (ga),ga,TRUE,10,virginia,8
Shoop Bob,william & mary, William & Mary (DC),dc,2007,2010,william & mary (dc),dc,TRUE,16,william & mary,14
Shoop Bob,yale, Yale (DC),dc,1994,1996,yale (dc),dc,TRUE,6,yale,4
Shoop Bob,yale, Yale (GA),ga,1989,1989,yale (ga),ga,TRUE,6,yale,4
Shuck Jim,army, Army (assistant),ga,1983,1988,army (assistant),ga,TRUE,6,army,4
Shuck Jim,indiana, Indiana (assistant),ga,1981,1982,indiana (assistant),ga,TRUE,9,indiana,7
Shuck Jim,vmi, VMI,hc,1989,1993,vmi,hc,TRUE,#VALUE!,vmi,3
Siedlecki Jack,albany, Albany (assistant),ga,1976,1979,albany (assistant),ga,TRUE,8,albany,6
Siedlecki Jack,amherst, Amherst,hc,1993,1996,amherst,hc,TRUE,#VALUE!,amherst,7
Siedlecki Jack,lafayette, Lafayette (assistant),ga,1981,1987,lafayette (assistant),ga,TRUE,11,lafayette,9
Siedlecki Jack,wagner, Wagner (assistant),ga,1980,1980,wagner (assistant),ga,TRUE,8,wagner,6
Siedlecki Jack,wesleyan, Wesleyan (OC/QB),oc,2010,-1,wesleyan (oc/qb),oc,TRUE,10,wesleyan,8
Siedlecki Jack,worcester tech, Worcester Tech,hc,1988,1992,worcester tech,hc,TRUE,#VALUE!,worcester tech,14
Siedlecki Jack,yale, Yale,hc,1997,2008,yale,hc,TRUE,#VALUE!,yale,4
Simmons Bob,bowling green, Bowling Green (WR),wr,1976,1976,bowling green (wr),wr,TRUE,15,bowling green,13
Simmons Bob,colorado, Colorado (OLB),lb,1988,1991,colorado (olb),lb,TRUE,10,colorado,8
Simmons Bob,colorado, Colorado (DL),dl,1992,1994,colorado (dl),dl,TRUE,10,colorado,8
Simmons Bob,notre dame, Notre Dame (LB),lb,2002,2004,notre dame (lb),lb,TRUE,12,notre dame,10
Simmons Bob,oklahoma state, Oklahoma State,hc,1995,2000,oklahoma state,hc,TRUE,#VALUE!,oklahoma state,14
Simmons Bob,toledo, Toledo (OLB),lb,1977,1979,toledo (olb),lb,TRUE,8,toledo,6
Simmons Bob,washington, Washington (TE/ST),te,2005,2007,washington (te/st),te,TRUE,12,washington,10
Simmons Bob,west virginia, West Virginia (OLB),lb,1980,1987,west virginia (olb),lb,TRUE,15,west virginia,13
Simon Matt,baltimore ravens, Baltimore Ravens (RB),rb,1999,2005,baltimore ravens (rb),rb,TRUE,18,baltimore ravens,16
Simon Matt,borger hs, Borger HS (assistant),ga,1978,1978,borger hs (assistant),ga,TRUE,11,borger hs,9
Simon Matt,buffalo, Buffalo (RB),rb,2011,-1,buffalo (rb),rb,TRUE,9,buffalo,7
Simon Matt,eastern new mexico, Eastern New Mexico (GA),ga,1977,1977,eastern new mexico (ga),ga,TRUE,20,eastern new mexico,18
Simon Matt,gilmour academy, Gilmour Academy (OH),hc,2009,2010,gilmour academy (oh),hc,TRUE,17,gilmour academy,15
Simon Matt,new mexico, New Mexico (OC),oc,1992,1993,new mexico (oc),oc,TRUE,12,new mexico,10
Simon Matt,north texas, North Texas,hc,1994,1997,north texas,hc,TRUE,#VALUE!,north texas,11
Simon Matt,san diego chargers, San Diego Chargers (RB),rb,2007,2008,san diego chargers (rb),rb,TRUE,20,san diego chargers,18
Simon Matt,utep, UTEP (TE/LB),te,1979,1981,utep (te/lb),te,TRUE,6,utep,4
Simon Matt,washington, Washington (RB/K),rb,1982,1991,washington (rb/k),rb,TRUE,12,washington,10
Simonson Ron,northern colorado, Northern Colorado,hc,1985,1988,northern colorado,hc,TRUE,#VALUE!,northern colorado,17
Simonson Ron,oregon state, Oregon State (RB),rb,1997,1998,oregon state (rb),rb,TRUE,14,oregon state,12
Simonson Ron,winnipeg blue bombers, Winnipeg Blue Bombers (asst),ga,1989,1990,winnipeg blue bombers (asst),ga,TRUE,23,winnipeg blue bombers,21
Sirianni Mike,mount union, Mount Union (assistant),ga,1996,1997,mount union (assistant),ga,TRUE,13,mount union,11
Sirianni Mike,washington & jefferson, Washington & Jefferson,hc,2003,-1,washington & jefferson,hc,TRUE,#VALUE!,washington & jefferson,22
Sirianni Mike,washington & jefferson, Washington & Jefferson (OC/QB),oc,1999,2002,washington & jefferson (oc/qb),oc,TRUE,24,washington & jefferson,22
Sirianni Mike,wilkes, Wilkes (OC),oc,1998,1998,wilkes (oc),oc,TRUE,8,wilkes,6
Sisco Lloyd,ellsworth c.c., Ellsworth C.C.,hc,1983,1990,ellsworth c.c.,hc,TRUE,#VALUE!,ellsworth c.c.,14
Sisco Lloyd,livingston, Livingston,hc,1991,1993,livingston,hc,TRUE,#VALUE!,livingston,10
Sisco Lloyd,waco hs, Waco HS (IA),hc,1968,1981,waco hs (ia),hc,TRUE,9,waco hs,7
Skanes Shepherd,concordia, Concordia (AL),hc,2005,2012,concordia (al),hc,TRUE,11,concordia,9
Skanes Shepherd,morehouse, Morehouse (DL),dl,2013,-1,morehouse (dl),dl,TRUE,11,morehouse,9
Slater Willie J.,jacksonville state, Jacksonville State (OC),oc,2000,2003,jacksonville state (oc),oc,TRUE,20,jacksonville state,18
Slater Willie J.,jess lanier hs, Jess Lanier HS (AL),hc,1979,1980,jess lanier hs (al),hc,TRUE,16,jess lanier hs,14
Slater Willie J.,livingston, Livingston (GA),ga,1978,1978,livingston (ga),ga,TRUE,12,livingston,10
Slater Willie J.,livingston, Livingston (OC),oc,1991,1991,livingston (oc),oc,TRUE,12,livingston,10
Slater Willie J.,north alabama, North Alabama (OC),oc,1992,1999,north alabama (oc),oc,TRUE,15,north alabama,13
Slater Willie J.,t. r. miller hs, T. R. Miller HS (AL),hc,1981,1982,t. r. miller hs (al),hc,TRUE,17,t. r. miller hs,15
Slater Willie J.,temple, Temple (OC/WR),oc,2004,2005,temple (oc/wr),oc,TRUE,8,temple,6
Slater Willie J.,troy state, Troy State (OC/RB/QB),oc,1983,1990,troy state (oc/rb/qb),oc,TRUE,12,troy state,10
Slater Willie J.,tuskegee, Tuskegee,hc,2006,-1,tuskegee,hc,TRUE,#VALUE!,tuskegee,8
Sloan Steve,alabama, Alabama (assistant),ga,1968,1970,alabama (assistant),ga,TRUE,9,alabama,7
Sloan Steve,duke, Duke,hc,1983,1986,duke,hc,TRUE,#VALUE!,duke,4
Sloan Steve,florida state, Florida State (OC),oc,1971,1971,florida state (oc),oc,TRUE,15,florida state,13
Sloan Steve,georgia tech, Georgia Tech (OC),oc,1972,1972,georgia tech (oc),oc,TRUE,14,georgia tech,12
Sloan Steve,ole miss, Ole Miss,hc,1978,1982,ole miss,hc,TRUE,#VALUE!,ole miss,8
Sloan Steve,texas tech, Texas Tech,hc,1975,1977,texas tech,hc,TRUE,#VALUE!,texas tech,10
Sloan Steve,vanderbilt, Vanderbilt,hc,1973,1974,vanderbilt,hc,TRUE,#VALUE!,vanderbilt,10
Small George M.,florida a&m, Florida A&M (Assoc HC/DL),ahc,2008,-1,florida a&m (assoc hc/dl),ahc,TRUE,13,florida a&m,11
Small George M.,florida a&m, Florida A&M (DC),dc,1993,1993,florida a&m (dc),dc,TRUE,13,florida a&m,11
Small George M.,grambling state, Grambling State (DC),dc,1994,1994,grambling state (dc),dc,TRUE,17,grambling state,15
Small George M.,hampton, Hampton (assistant),ga,2002,2002,hampton (assistant),ga,TRUE,9,hampton,7
Small George M.,kentucky state, Kentucky State,hc,1995,2000,kentucky state,hc,TRUE,#VALUE!,kentucky state,14
Small George M.,langston, Langston (DC),dc,1988,1989,langston (dc),dc,TRUE,10,langston,8
Small George M.,north carolina a&t, North Carolina A&T,hc,2003,2005,north carolina a&t,hc,TRUE,#VALUE!,north carolina a&t,18
Small George M.,savannah state, Savannah State (DC),dc,1990,1991,savannah state (dc),dc,TRUE,16,savannah state,14
Small George M.,tulsa, Tulsa (DL),dl,1992,1992,tulsa (dl),dl,TRUE,7,tulsa,5
Small George M.,youngstown state, Youngtown State (DL),dl,2001,2001,youngtown state (dl),dl,TRUE,17,youngtown state,16
Small Hank,lehigh, Lehigh,hc,1986,1993,lehigh,hc,TRUE,#VALUE!,lehigh,6
Smith Bob,southeast missouri state, Southeast Missouri State,hc,1984,1987,southeast missouri state,hc,TRUE,#VALUE!,southeast missouri state,24
Smith Bob,southern illinois, Southern Illinois,hc,1989,1993,southern illinois,hc,TRUE,#VALUE!,southern illinois,17
Smith Donald,kentucky state, Kentucky State,hc,2001,2003,kentucky state,hc,TRUE,#VALUE!,kentucky state,14
Smith John L.,arkansas, Arkansas,hc,2012,2012,arkansas,hc,TRUE,#VALUE!,arkansas,8
Smith John L.,arkansas, Arkansas (ST),st,2009,2011,arkansas (st),st,TRUE,10,arkansas,8
Smith John L.,fort lewis, Fort Lewis,hc,2013,-1,fort lewis,hc,TRUE,#VALUE!,fort lewis,10
Smith John L.,idaho, Idaho,hc,1989,1994,idaho,hc,TRUE,#VALUE!,idaho,5
Smith John L.,idaho, Idaho (DC),dc,1982,1985,idaho (dc),dc,TRUE,7,idaho,5
Smith John L.,louisville, Louisville,hc,1998,2002,louisville,hc,TRUE,#VALUE!,louisville,10
Smith John L.,michigan state, Michigan State,hc,2003,2006,michigan state,hc,TRUE,#VALUE!,michigan state,14
Smith John L.,montana, Montana (assistant),ga,1972,1976,montana (assistant),ga,TRUE,9,montana,7
Smith John L.,nevada, Nevada (DC),dc,1977,1981,nevada (dc),dc,TRUE,8,nevada,6
Smith John L.,utah state, Utah State,hc,1995,1997,utah state,hc,TRUE,#VALUE!,utah state,10
Smith John L.,washington state, Washington State (DC),dc,1987,1988,washington state (dc),dc,TRUE,18,washington state,16
Smith John L.,weber state, Weber State,hc,2012,2012,weber state,hc,TRUE,#VALUE!,weber state,11
Smith John L.,weber state, Weber State (GA),ga,1971,1971,weber state (ga),ga,TRUE,13,weber state,11
Smith John L.,wyoming, Wyoming (DC),dc,1986,1986,wyoming (dc),dc,TRUE,9,wyoming,7
Smith Larry,arizona, Arizona,hc,1980,1986,arizona,hc,TRUE,#VALUE!,arizona,7
Smith Larry,arizona, Arizona (AHC/DC),ahc,1973,1975,arizona (ahc/dc),ahc,TRUE,9,arizona,7
Smith Larry,miami oh, Miami (OH) (DE),dl,1967,1968,miami (oh) (de),dl,TRUE,7,miami,8
Smith Larry,michigan, Michigan (OL),ol,1969,1972,michigan (ol),ol,TRUE,10,michigan,8
Smith Larry,missouri, Missouri,hc,1994,2000,missouri,hc,TRUE,#VALUE!,missouri,8
Smith Larry,shawnee hs, Shawnee HS (OH),hc,1964,1966,shawnee hs (oh),hc,TRUE,12,shawnee hs,10
Smith Larry,shawnee hs, Shawnee HS (OH) (assistant),ga,1962,1963,shawnee hs (oh) (assistant),ga,TRUE,12,shawnee hs,10
Smith Larry,tulane, Tulane,hc,1976,1979,tulane,hc,TRUE,#VALUE!,tulane,6
Smith Larry,usc, USC,hc,1987,1992,usc,hc,TRUE,#VALUE!,usc,3
Smith Michael Mike,atlanta falcons, Atlanta Falcons (HC),hc,2008,-1,atlanta falcons (hc),hc,TRUE,17,atlanta falcons,15
Smith Michael Mike,baltimore ravens, Baltimore Ravens (DA/DL),dl,1999,2001,baltimore ravens (da/dl),dl,TRUE,18,baltimore ravens,16
Smith Michael Mike,baltimore ravens, Baltimore Ravens (LB),lb,2002,2002,baltimore ravens (lb),lb,TRUE,18,baltimore ravens,16
Smith Michael Mike,jacksonville jaguars, Jacksonville Jaguars (DC),dc,2003,2007,jacksonville jaguars (dc),dc,TRUE,22,jacksonville jaguars,20
Smith Michael Mike,morehead state, Morehead State (DL),dl,1986,1986,morehead state (dl),dl,TRUE,16,morehead state,14
Smith Michael Mike,san diego state, San Diego State (GA),ga,1982,1982,san diego state (ga),ga,TRUE,17,san diego state,15
Smith Michael Mike,san diego state, San Diego State (LB),lb,1983,1985,san diego state (lb),lb,TRUE,17,san diego state,15
Smith Michael Mike,tennessee tech, Tennessee Tech (DC),dc,1996,1998,tennessee tech (dc),dc,TRUE,16,tennessee tech,14
Smith Michael Mike,tennessee tech, Tennessee Tech (DL),dl,1987,1987,tennessee tech (dl),dl,TRUE,16,tennessee tech,14
Smith Michael Mike,tennessee tech, Tennessee Tech (ST),st,1988,1995,tennessee tech (st),st,TRUE,16,tennessee tech,14
Snyder Bill,austin, Austin (OC),oc,1974,1975,austin (oc),oc,TRUE,8,austin,6
Snyder Bill,gallatin hs, Gallatin HS (MO) (assistant),ga,1962,1962,gallatin hs (mo) (assistant),ga,TRUE,13,gallatin hs,11
Snyder Bill,indio hs, Indio HS (CA),hc,1967,1968,indio hs (ca),hc,TRUE,10,indio hs,8
Snyder Bill,indio hs, Indio HS (CA) (assistant),ga,1964,1965,indio hs (ca) (assistant),ga,TRUE,10,indio hs,8
Snyder Bill,iowa, Iowa (OC),oc,1979,1988,iowa (oc),oc,TRUE,6,iowa,4
Snyder Bill,kansas state, Kansas State,hc,2009,-1,kansas state,hc,TRUE,#VALUE!,kansas state,12
Snyder Bill,kansas state, Kansas State,hc,1989,2005,kansas state,hc,TRUE,#VALUE!,kansas state,12
Snyder Bill,north texas, North Texas (assistant),ga,1976,1978,north texas (assistant),ga,TRUE,13,north texas,11
Snyder Bill,santa ana foothill hs, Santa Ana Foothill HS (CA),hc,1969,1973,santa ana foothill hs (ca),hc,TRUE,23,santa ana foothill hs,21
Snyder Bill,usc, USC (GA),ga,1966,1966,usc (ga),ga,TRUE,5,usc,3
Snyder Bruce,arizona state, Arizona State,hc,1992,2000,arizona state,hc,TRUE,#VALUE!,arizona state,13
Snyder Bruce,california, California,hc,1987,1991,california,hc,TRUE,#VALUE!,california,10
Snyder Bruce,los angeles rams, Los Angeles Rams (assistant),ga,1983,1986,los angeles rams (assistant),ga,TRUE,18,los angeles rams,16
Snyder Bruce,oregon, Oregon (assistant),ga,1966,1972,oregon (assistant),ga,TRUE,8,oregon,6
Snyder Bruce,unlv, UNLV (assistant),ga,2003,-1,unlv (assistant),ga,TRUE,6,unlv,4
Snyder Bruce,usc, USC (assistant),ga,1974,1975,usc (assistant),ga,TRUE,5,usc,3
Snyder Bruce,utah state, Utah State,hc,1976,1982,utah state,hc,TRUE,#VALUE!,utah state,10
Snyder Bruce,utah state, Utah State (assistant),ga,1973,1973,utah state (assistant),ga,TRUE,12,utah state,10
Snyder Mark,marshall, Marshall,hc,2005,2009,marshall,hc,TRUE,#VALUE!,marshall,8
Snyder Mark,marshall, Marshall (SA),ga,1988,1988,marshall (sa),ga,TRUE,10,marshall,8
Snyder Mark,minnesota, Minnesota (DE),dl,1996,2000,minnesota (de),dl,TRUE,11,minnesota,9
Snyder Mark,ohio state, Ohio State (LB/DC),lb,2001,2004,ohio state (lb/dc),lb,TRUE,12,ohio state,10
Snyder Mark,south florida, South Florida (DC/LB),dc,2010,2011,south florida (dc/lb),dc,TRUE,15,south florida,13
Snyder Mark,texas a&m, Texas A&M (DC),dc,2012,-1,texas a&m (dc),dc,TRUE,11,texas a&m,9
Snyder Mark,ucf, UCF (GA),ga,1989,1989,ucf (ga),ga,TRUE,5,ucf,3
Snyder Mark,ucf, UCF (LB),lb,1990,1990,ucf (lb),lb,TRUE,5,ucf,3
Snyder Mark,youngstown state, Youngstown State (OLB/ST/LB/DC/DB),lb,1991,1996,youngstown state (olb/st/lb/dc/db),lb,TRUE,18,youngstown state,16
Sochor Jim,san francisco state, San Francisco State (assistant),ga,1960,1965,san francisco state (assistant),ga,TRUE,21,san francisco state,19
Sochor Jim,scottish claymores, Scottish Claymores (OC),oc,1996,1998,scottish claymores (oc),oc,TRUE,20,scottish claymores,18
Sochor Jim,uc davis, UC Davis,hc,1970,1988,uc davis,hc,TRUE,#VALUE!,uc davis,8
Sochor Jim,uc davis, UC Davis (assistant),ga,1967,1969,uc davis (assistant),ga,TRUE,10,uc davis,8
Solich Frank,holy name hs, Holy Name HS (NE),hc,1966,1967,holy name hs (ne),hc,TRUE,14,holy name hs,12
Solich Frank,lincoln southeast hs, Lincoln Southeast HS (NE),hc,1968,1978,lincoln southeast hs (ne),hc,TRUE,22,lincoln southeast hs,20
Solich Frank,nebraska, Nebraska (freshman),ga,1979,1982,nebraska (freshman),ga,TRUE,10,nebraska,8
Solich Frank,nebraska, Nebraska,hc,1998,2003,nebraska,hc,TRUE,#VALUE!,nebraska,8
Solich Frank,nebraska, Nebraska (RB),rb,1983,1997,nebraska (rb),rb,TRUE,10,nebraska,8
Solich Frank,ohio, Ohio,hc,2005,-1,ohio,hc,TRUE,#VALUE!,ohio,4
Solomonson Earle,montana state, Montana State,hc,1987,1991,montana state,hc,TRUE,#VALUE!,montana state,13
Solomonson Earle,north dakota state, North Dakota State,hc,1985,1986,north dakota state,hc,TRUE,#VALUE!,north dakota state,18
Solomonson Earle,north dakota state, North Dakota State (assistant),ga,1979,1984,north dakota state (assistant),ga,TRUE,20,north dakota state,18
Solomonson Earle,park center hs, Park Center HS (MN),hc,1970,1970,park center hs (mn),hc,TRUE,16,park center hs,14
Solomonson Earle,richfield hs, Richfield HS (MN) (assistant),ga,1970,1970,richfield hs (mn) (assistant),ga,TRUE,14,richfield hs,12
Souers Jerome,montana, Montana (DB),db,1986,1988,montana (db),db,TRUE,9,montana,7
Souers Jerome,montana, Montana (DC/DB),dc,1989,1997,montana (dc/db),dc,TRUE,9,montana,7
Souers Jerome,northern arizona, Northern Arizona,hc,1998,-1,northern arizona,hc,TRUE,#VALUE!,northern arizona,16
Souers Jerome,portland state, Portland State (RB),rb,1985,1985,portland state (rb),rb,TRUE,16,portland state,14
Souers Jerome,western washington, Western Washington (DC/DB),dc,1984,1984,western washington (dc/db),dc,TRUE,20,western washington,18
Spack Brock,eastern illinois, Eastern Illinois (AST),ga,1987,1990,eastern illinois (ast),ga,TRUE,18,eastern illinois,16
Spack Brock,illinois state, Illinois State,hc,2009,-1,illinois state,hc,TRUE,#VALUE!,illinois state,14
Spack Brock,purdue, Purdue (DB),db,1991,1994,purdue (db),db,TRUE,8,purdue,6
Spack Brock,purdue, Purdue (DC),dc,1997,2008,purdue (dc),dc,TRUE,8,purdue,6
Spack Brock,purdue, Purdue (GA),ga,1984,1985,purdue (ga),ga,TRUE,8,purdue,6
Spack Brock,wabash, Wabash (AST),ga,1986,1986,wabash (ast),ga,TRUE,8,wabash,6
Spack Brock,wyoming, Wyoming (DC),dc,1995,1996,wyoming (dc),dc,TRUE,9,wyoming,7
Spangler Tommy,georgia, Georgia (GA),ga,1985,1986,georgia (ga),ga,TRUE,9,georgia,7
Spangler Tommy,georgia southern, Georgia Southern (Co-DC),dc,1990,1991,georgia southern (co-dc),dc,TRUE,18,georgia southern,16
Spangler Tommy,georgia southern, Georgia Southern (DB),db,1987,1989,georgia southern (db),db,TRUE,18,georgia southern,16
Spangler Tommy,georgia southern, Georgia Southern (DC),dc,1992,1996,georgia southern (dc),dc,TRUE,18,georgia southern,16
Spangler Tommy,louisiana tech, Louisiana Tech (DC),dc,2007,2012,louisiana tech (dc),dc,TRUE,16,louisiana tech,14
Spangler Tommy,presbyterian, Presbyterian,hc,2001,2006,presbyterian,hc,TRUE,#VALUE!,presbyterian,12
