Last First Name,school,School/Info,position,start year,end year (-1 current position),,position,,,school,len school name
Lacey Bill,sacred heart, Sacred Heart (assistant),ga,2000,2001,sacred heart (assistant),ga,TRUE,14,sacred heart,12
Lacey Bill,villanova, Villanova (TE),te,2004,-1,villanova (te),te,TRUE,11,villanova,9
Lacey Bill,wagner, Wagner (OC),oc,1995,1995,wagner (oc),oc,TRUE,8,wagner,6
Lacey Bill,wagner, Wagner (OL),ol,1997,1999,wagner (ol),ol,TRUE,8,wagner,6
Lackner Rich,carnegie mellon, Carnegie Mellon,hc,1986,-1,carnegie mellon,hc,TRUE,#VALUE!,carnegie mellon,15
Lackner Rich,carnegie mellon, Carnegie Mellon (assistant),ga,1979,1985,carnegie mellon (assistant),ga,TRUE,17,carnegie mellon,15
Lamb Bobby,furman, Furman,hc,2002,2010,furman,hc,TRUE,#VALUE!,furman,6
Lamb Bobby,furman, Furman (assistant),ga,1986,2001,furman (assistant),ga,TRUE,8,furman,6
Lamb Bobby,mercer, Mercer,hc,2013,-1,mercer,hc,TRUE,#VALUE!,mercer,6
Lamb Ed,brigham young, BYU (GA),ga,2001,2001,byu (ga),ga,TRUE,5,byu,13
Lamb Ed,idaho, Idaho (DC),dc,2002,2003,idaho (dc),dc,TRUE,7,idaho,5
Lamb Ed,redlands, Redlands (DC),dc,1998,2000,redlands (dc),dc,TRUE,10,redlands,8
Lamb Ed,redlands, Redlands (DL),dl,1997,1997,redlands (dl),dl,TRUE,10,redlands,8
Lamb Ed,san diego, San Diego (STC/DS),st,2005,2007,san diego (stc/ds),st,TRUE,11,san diego,9
Lamb Ed,san diego, San Diego (STC/DS/RC),st,2007,2007,san diego (stc/ds/rc),st,TRUE,11,san diego,9
Lamb Ed,southern utah, Southern Utah,hc,2008,-1,southern utah,hc,TRUE,#VALUE!,southern utah,13
Lambert Andy,sterling, Sterling,hc,2004,2012,sterling,hc,TRUE,#VALUE!,sterling,8
Lambert Andy,trinity international, Trinity International,hc,1997,2003,trinity international,hc,TRUE,#VALUE!,trinity international,21
Lambert Brad,charlotte, Charlotte,hc,2011,-1,charlotte,hc,TRUE,#VALUE!,charlotte,9
Lambert Brad,georgia, Georgia (AC),ga,1996,2000,georgia (ac),ga,TRUE,9,georgia,7
Lambert Brad,marshall, Marshall (AC),ga,1990,1995,marshall (ac),ga,TRUE,10,marshall,8
Lambert Brad,oklahoma, Oklahoma (GA),ga,1988,1989,oklahoma (ga),ga,TRUE,10,oklahoma,8
Lambert Brad,wake forest, Wake Forest (AC)(DC),dc,2001,2010,wake forest (ac)(dc),dc,TRUE,13,wake forest,11
Lambright Jim,fife hs, Fife HS (WA) (assistant),ga,1965,1965,fife hs (wa) (assistant),ga,TRUE,9,fife hs,7
Lambright Jim,shoreline cc, Shoreline CC (assistant),ga,1966,1968,shoreline cc (assistant),ga,TRUE,14,shoreline cc,12
Lambright Jim,washington, Washington,hc,1993,1998,washington,hc,TRUE,#VALUE!,washington,10
Lambright Jim,washington, Washington (assistant),ga,1969,1976,washington (assistant),ga,TRUE,12,washington,10
Lambright Jim,washington, Washington (DC),dc,1977,1992,washington (dc),dc,TRUE,12,washington,10
Landis Tim,bucknell, Bucknell,hc,2003,2009,bucknell,hc,TRUE,#VALUE!,bucknell,8
Landis Tim,davidson, Davidson,hc,1993,1999,davidson,hc,TRUE,#VALUE!,davidson,8
Landis Tim,davidson, Davidson (DL),dl,1991,1992,davidson (dl),dl,TRUE,10,davidson,8
Landis Tim,lycoming, Lycoming (QB/ST),qb,2014,-1,lycoming (qb/st),qb,TRUE,10,lycoming,8
Landis Tim,lycoming, Lycoming (TE),te,2013,2013,lycoming (te),te,TRUE,10,lycoming,8
Landis Tim,morrisville hs, Morrisville HS,hc,1988,1990,morrisville hs,hc,TRUE,#VALUE!,morrisville hs,14
Landis Tim,randolphmacon, RandolphMacon (WR),wr,1986,1987,randolphmacon (wr),wr,TRUE,15,randolphmacon,13
Landis Tim,rpi, RPI,hc,2011,2011,rpi,hc,TRUE,#VALUE!,rpi,3
Landis Tim,saint mary's, Saint Mary's (CA),hc,2000,2002,saint mary's (ca),hc,TRUE,14,saint mary's,12
Landis Tim,san jose state, San Jose State (OC/TE),oc,2010,2010,san jose state (oc/te),oc,TRUE,16,san jose state,14
Lantz Rick,barcelona dragons, Barcelona Dragons (LB),lb,2003,2003,barcelona dragons (lb),lb,TRUE,19,barcelona dragons,17
Lantz Rick,berlin thunder, Berlin Thunder,hc,2004,2006,berlin thunder,hc,TRUE,#VALUE!,berlin thunder,14
Lantz Rick,georgia tech, Georgia Tech (DC),dc,1982,1983,georgia tech (dc),dc,TRUE,14,georgia tech,12
Lantz Rick,louisville, Louisville (DC/LB),dc,1986,1990,louisville (dc/lb),dc,TRUE,12,louisville,10
Lantz Rick,navy, Navy,hc,2001,2001,navy,hc,TRUE,#VALUE!,navy,4
Lantz Rick,navy, Navy (DC/LB),dc,2001,2001,navy (dc/lb),dc,TRUE,6,navy,4
Lantz Rick,new england patriots, New England Patriots (LB),lb,1981,1981,new england patriots (lb),lb,TRUE,22,new england patriots,20
Lantz Rick,notre dame, Notre Dame (DL),dl,1984,1985,notre dame (dl),dl,TRUE,12,notre dame,10
Lantz Rick,omaha nighthawks, Omaha Nighthawks (DC/LB),dc,2010,-1,omaha nighthawks (dc/lb),dc,TRUE,18,omaha nighthawks,16
Lantz Rick,rhein fire, Rhein Fire,hc,2007,2007,rhein fire,hc,TRUE,#VALUE!,rhein fire,10
Lantz Rick,virginia, Virginia (DC),dc,1991,2000,virginia (dc),dc,TRUE,10,virginia,8
Lattimore Henry,morgan state, Morgan State,hc,1976,1977,morgan state,hc,TRUE,#VALUE!,morgan state,12
Lattimore Henry,north carolina central, North Carolina Central,hc,1979,1990,north carolina central,hc,TRUE,#VALUE!,north carolina central,22
Lattimore Henry,virginia union, Virginia Union,hc,1993,1994,virginia union,hc,TRUE,#VALUE!,virginia union,14
Laurendine Tommy,lenoirrhyne, LenoirRhyne (assistant),ga,1990,1991,lenoirrhyne (assistant),ga,TRUE,13,lenoirrhyne,11
Laurendine Tommy,lenoirrhyne, LenoirRhyne (OC),oc,2008,2009,lenoirrhyne (oc),oc,TRUE,13,lenoirrhyne,11
Laurendine Tommy,northwest whitfield hs, Northwest Whitfield HS (OC),oc,1994,1995,northwest whitfield hs (oc),oc,TRUE,24,northwest whitfield hs,22
Laurendine Tommy,sewanee, Sewanee,hc,2011,-1,sewanee,hc,TRUE,#VALUE!,sewanee,7
Laurendine Tommy,southern arkansas, Southern Arkansas (OC),oc,2001,2006,southern arkansas (oc),oc,TRUE,19,southern arkansas,17
Laurendine Tommy,the citadel, The Citadel (OC),oc,2010,2010,the citadel (oc),oc,TRUE,13,the citadel,11
Laurendine Tommy,washington and lee, Washington and Lee (OC),oc,1995,1997,washington and lee (oc),oc,TRUE,20,washington and lee,18
Laurendine Tommy,washington and lee, Washington and Lee (OC),oc,2007,2007,washington and lee (oc),oc,TRUE,20,washington and lee,18
Laurendine Tommy,west alabama, West Alabama (OC),oc,1997,2000,west alabama (oc),oc,TRUE,14,west alabama,12
Laurendine Tommy,west georgia, West Georgia (GA),ga,1991,1994,west georgia (ga),ga,TRUE,14,west georgia,12
Lavan Alton Al,atlanta falcons, Atlanta Falcons (assistant),ga,1975,1976,atlanta falcons (assistant),ga,TRUE,17,atlanta falcons,15
Lavan Alton Al,baltimore ravens, Baltimore Ravens (RB),rb,1996,1998,baltimore ravens (rb),rb,TRUE,18,baltimore ravens,16
Lavan Alton Al,colorado state, Colorado State (WR/TE),wr,1972,1972,colorado state (wr/te),wr,TRUE,16,colorado state,14
Lavan Alton Al,dallas cowboys, Dallas Cowboys (RB),rb,1980,1988,dallas cowboys (rb),rb,TRUE,16,dallas cowboys,14
Lavan Alton Al,delaware state, Delaware State,hc,2004,2010,delaware state,hc,TRUE,#VALUE!,delaware state,14
Lavan Alton Al,eastern michigan, Eastern Michigan (interim),hc,2003,2003,eastern michigan (interim),hc,TRUE,18,eastern michigan,16
Lavan Alton Al,eastern michigan, Eastern Michigan (RB),rb,2001,2003,eastern michigan (rb),rb,TRUE,18,eastern michigan,16
Lavan Alton Al,georgia tech, Georgia Tech (RB),rb,1978,1978,georgia tech (rb),rb,TRUE,14,georgia tech,12
Lavan Alton Al,georgia tech, Georgia Tech (WR),wr,1977,1977,georgia tech (wr),wr,TRUE,14,georgia tech,12
Lavan Alton Al,iowa state, Iowa State (assistant),ga,1974,1974,iowa state (assistant),ga,TRUE,12,iowa state,10
Lavan Alton Al,kansas city chiefs, Kansas City Chiefs (RB),rb,1999,2000,kansas city chiefs (rb),rb,TRUE,20,kansas city chiefs,18
Lavan Alton Al,louisville, Louisville (assistant),ga,1973,1973,louisville (assistant),ga,TRUE,12,louisville,10
Lavan Alton Al,san francisco 49ers, San Francisco 49ers (RB),rb,1989,1990,san francisco 49ers (rb),rb,TRUE,21,san francisco 49ers,19
Lavan Alton Al,stanford, Stanford (RB),rb,1979,1979,stanford (rb),rb,TRUE,10,stanford,8
Lavan Alton Al,washington, Washington (RB),rb,1991,1995,washington (rb),rb,TRUE,12,washington,10
Laycock Jimmye,clemson, Clemson (assistant),ga,1971,1972,clemson (assistant),ga,TRUE,9,clemson,7
Laycock Jimmye,clemson, Clemson (assistant),ga,1977,1979,clemson (assistant),ga,TRUE,9,clemson,7
Laycock Jimmye,memphis state, Memphis State (assistant),ga,1975,1976,memphis state (assistant),ga,TRUE,15,memphis state,13
Laycock Jimmye,newport news hs, Newport News HS (VA) (assistant),ga,1970,1970,newport news hs (va) (assistant),ga,TRUE,17,newport news hs,15
Laycock Jimmye,the citadel, The Citadel (assistant),ga,1973,1974,the citadel (assistant),ga,TRUE,13,the citadel,11
Laycock Jimmye,william & mary, William & Mary,hc,1980,-1,william & mary,hc,TRUE,#VALUE!,william & mary,14
Leach Mike,cal poly, Cal Poly (assistant),ga,1987,1987,cal poly (assistant),ga,TRUE,10,cal poly,8
Leach Mike,cod, COD (assistant),ga,1988,1988,cod (assistant),ga,TRUE,5,cod,3
Leach Mike,iowa wesleyan, Iowa Wesleyan (OC),oc,1989,1991,iowa wesleyan (oc),oc,TRUE,15,iowa wesleyan,13
Leach Mike,kentucky, Kentucky (OC),oc,1997,1998,kentucky (oc),oc,TRUE,10,kentucky,8
Leach Mike,oklahoma, Oklahoma (OC),oc,1999,1999,oklahoma (oc),oc,TRUE,10,oklahoma,8
Leach Mike,pori bears[2], Pori Bears[2],hc,1989,1989,pori bears[2],hc,TRUE,#VALUE!,pori bears[2],13
Leach Mike,texas tech, Texas Tech,hc,2000,2009,texas tech,hc,TRUE,#VALUE!,texas tech,10
Leach Mike,valdosta state, Valdosta State (OC),oc,1992,1996,valdosta state (oc),oc,TRUE,16,valdosta state,14
Leach Mike,washington state, Washington State,hc,2012,-1,washington state,hc,TRUE,#VALUE!,washington state,16
Leavitt Jim,dubuque, Dubuque (DC),dc,1980,1981,dubuque (dc),dc,TRUE,9,dubuque,7
Leavitt Jim,iowa, Iowa (GA),ga,1989,1989,iowa (ga),ga,TRUE,6,iowa,4
Leavitt Jim,kansas state, Kansas State (co-DC/LB),dc,1991,1995,kansas state (co-dc/lb),dc,TRUE,14,kansas state,12
Leavitt Jim,kansas state, Kansas State (LB),lb,1990,1990,kansas state (lb),lb,TRUE,14,kansas state,12
Leavitt Jim,missouri, Missouri (GA),ga,1978,1979,missouri (ga),ga,TRUE,10,missouri,8
Leavitt Jim,morningside, Morningside (DC),dc,1983,1987,morningside (dc),dc,TRUE,13,morningside,11
Leavitt Jim,morningside, Morningside (ST),st,1982,1982,morningside (st),st,TRUE,13,morningside,11
Leavitt Jim,san francisco 49ers, San Francisco 49ers (LB),lb,2011,-1,san francisco 49ers (lb),lb,TRUE,21,san francisco 49ers,19
Leavitt Jim,south florida, South Florida,hc,1997,2009,south florida,hc,TRUE,#VALUE!,south florida,13
Lee David,arkansas, Arkansas,qb,1984,1987,arkansas,qb,TRUE,#VALUE!,arkansas,8
Lee David,arkansas, Arkansas,qb,2001,2002,arkansas,qb,TRUE,#VALUE!,arkansas,8
Lee David,arkansas, Arkansas,oc,2007,2007,arkansas,oc,TRUE,#VALUE!,arkansas,8
Lee David,buffalo bills, Buffalo Bills,qb,2012,2012,buffalo bills,qb,TRUE,#VALUE!,buffalo bills,13
Lee David,dallas cowboys, Dallas Cowboys,ga,2003,2004,dallas cowboys,ga,TRUE,#VALUE!,dallas cowboys,14
Lee David,miami dolphins, Miami Dolphins,qb,2008,2010,miami dolphins,qb,TRUE,#VALUE!,miami dolphins,14
Lee David,new mexico, New Mexico,oc,1983,1983,new mexico,oc,TRUE,#VALUE!,new mexico,10
Lee David,new york jets, New York Jets,qb,2013,-1,new york jets,qb,TRUE,#VALUE!,new york jets,13
Lee David,ole miss, Ole Miss,qb,1978,1982,ole miss,qb,TRUE,#VALUE!,ole miss,8
Lee David,ole miss, Ole Miss,oc,2011,2011,ole miss,oc,TRUE,#VALUE!,ole miss,8
Lee David,rice, Rice,oc,1994,2000,rice,oc,TRUE,#VALUE!,rice,4
Lee David,ut martin, UT Martin,qb,1975,1976,ut martin,qb,TRUE,#VALUE!,ut martin,9
Lee David,utep, UTEP,hc,1989,1993,utep,hc,TRUE,#VALUE!,utep,4
Lee David,vanderbilt, Vanderbilt,qb,1977,1977,vanderbilt,qb,TRUE,#VALUE!,vanderbilt,10
Lee Don,belhaven, Belhaven,hc,2006,2008,belhaven,hc,TRUE,#VALUE!,belhaven,8
Lee Don,belhaven, Belhaven (AC),ga,2003,2005,belhaven (ac),ga,TRUE,10,belhaven,8
Lee Don,concordia, Concordia (AL),hc,2012,2014,concordia (al),hc,TRUE,11,concordia,9
Lee Don,concordia, Concordia (AL) (AC),ga,2011,2011,concordia (al) (ac),ga,TRUE,11,concordia,9
Lee Don,concordia, Concordia (AL) (DC),dc,2012,2012,concordia (al) (dc),dc,TRUE,11,concordia,9
Lee Don,cumberlands, Cumberlands (LB),lb,2002,2002,cumberlands (lb),lb,TRUE,13,cumberlands,11
Lee Don,middle georgia jc, Middle Georgia JC (DE),dl,1995,1997,middle georgia jc (de),dl,TRUE,19,middle georgia jc,17
Lee Don,momence hs, Momence HS (IL) (OLB),lb,1994,1994,momence hs (il) (olb),lb,TRUE,12,momence hs,10
Lee Don,olivet nazarene, Olivet Nazarene,hc,2009,2010,olivet nazarene,hc,TRUE,#VALUE!,olivet nazarene,15
Lee Don,southwest baptist, Southwest Baptist (DL),dl,1998,2001,southwest baptist (dl),dl,TRUE,19,southwest baptist,17
Lee Don,virginia university of lynchburg, Virginia University of Lynchburg,hc,2014,-1,virginia university of lynchburg,hc,TRUE,#VALUE!,virginia university of lynchburg,32
Leiker Jeff,coffeyville cc, Coffeyville CC,hc,2001,2007,coffeyville cc,hc,TRUE,#VALUE!,coffeyville cc,14
Leiker Jeff,fort hays state, Fort Hays State,hc,1998,2000,fort hays state,hc,TRUE,#VALUE!,fort hays state,15
Leiker Jeff,garden city cc, Garden City CC,hc,1992,1995,garden city cc,hc,TRUE,#VALUE!,garden city cc,14
Leiker Jeff,missouri western, Missouri Western (assistant),ga,1997,1997,missouri western (assistant),ga,TRUE,18,missouri western,16
Leiker Jeff,tennessee, Tennessee (GA),ga,1996,1996,tennessee (ga),ga,TRUE,11,tennessee,9
Leipold Lance,doane, Doane (assistant),ga,1989,1989,doane (assistant),ga,TRUE,7,doane,5
Leipold Lance,nebraska, Nebraska (assistant),ga,2001,2003,nebraska (assistant),ga,TRUE,10,nebraska,8
Leipold Lance,nebraskaomaha, NebraskaOmaha (AHC/OC),ahc,2004,2006,nebraskaomaha (ahc/oc),ahc,TRUE,15,nebraskaomaha,13
Leipold Lance,nebraskaomaha, NebraskaOmaha (assistant),ga,1994,2000,nebraskaomaha (assistant),ga,TRUE,15,nebraskaomaha,13
Leipold Lance,wisconsin, Wisconsin (GA),ga,1991,1993,wisconsin (ga),ga,TRUE,11,wisconsin,9
Leipold Lance,wisconsinwhitewater, WisconsinWhitewater,hc,2007,-1,wisconsinwhitewater,hc,TRUE,#VALUE!,wisconsinwhitewater,19
Leipold Lance,wisconsinwhitewater, WisconsinWhitewater (QB),qb,1987,1987,wisconsinwhitewater (qb),qb,TRUE,21,wisconsinwhitewater,19
Leipold Lance,wisconsinwhitewater, WisconsinWhitewater (WR),wr,1988,1988,wisconsinwhitewater (wr),wr,TRUE,21,wisconsinwhitewater,19
Leipold Lance,wiwhitewater, WIWhitewater (assistant),ga,1990,1990,wiwhitewater (assistant),ga,TRUE,14,wiwhitewater,12
Lembo Pete,albany, Albany (GA),ga,1992,1993,albany (ga),ga,TRUE,8,albany,6
Lembo Pete,ball state, Ball State,hc,2011,-1,ball state,hc,TRUE,#VALUE!,ball state,10
Lembo Pete,dartmouth, Dartmouth (assistant),ga,1994,1996,dartmouth (assistant),ga,TRUE,11,dartmouth,9
Lembo Pete,elon, Elon,hc,2006,2010,elon,hc,TRUE,#VALUE!,elon,4
Lembo Pete,hampdensydney, HampdenSydney (assistant),ga,1997,1997,hampdensydney (assistant),ga,TRUE,15,hampdensydney,13
Lembo Pete,lehigh, Lehigh,hc,2001,2005,lehigh,hc,TRUE,#VALUE!,lehigh,6
Lembo Pete,lehigh, Lehigh (assistant),ga,1998,2000,lehigh (assistant),ga,TRUE,8,lehigh,6
Lemon Theo D.,central state, Central State,hc,2003,2006,central state,hc,TRUE,#VALUE!,central state,13
Lemon Theo D.,central state, Central State (assistant),ga,1985,1990,central state (assistant),ga,TRUE,15,central state,13
Lemon Theo D.,college of dupage, College of DuPage,hc,2001,2004,college of dupage,hc,TRUE,#VALUE!,college of dupage,17
Lemon Theo D.,east carolina, East Carolina (DL),dl,1993,1993,east carolina (dl),dl,TRUE,15,east carolina,13
Lemon Theo D.,kentucky state, Kentucky State,hc,1984,1984,kentucky state,hc,TRUE,#VALUE!,kentucky state,14
Lemon Theo D.,northeastern, Northeastern (DC),dc,1991,1992,northeastern (dc),dc,TRUE,14,northeastern,12
Lemon Theo D.,rutgers, Rutgers (LB),lb,1994,1995,rutgers (lb),lb,TRUE,9,rutgers,7
Lemon Theo D.,savannah state, Savannah State,hc,2006,2007,savannah state,hc,TRUE,#VALUE!,savannah state,14
Lemon Theo D.,wake forest, Wake Forest (assistant),ga,1996,2000,wake forest (assistant),ga,TRUE,13,wake forest,11
Lennon Dale,dickinson state, Dickinson State (assistant),ga,1987,1987,dickinson state (assistant),ga,TRUE,17,dickinson state,15
Lennon Dale,mary, Mary,hc,1997,1998,mary,hc,TRUE,#VALUE!,mary,4
Lennon Dale,north dakota, North Dakota,hc,1999,2007,north dakota,hc,TRUE,#VALUE!,north dakota,12
Lennon Dale,north dakota, North Dakota (DC),dc,1990,1996,north dakota (dc),dc,TRUE,14,north dakota,12
Lennon Dale,north dakota, North Dakota (DL),dl,1988,1989,north dakota (dl),dl,TRUE,14,north dakota,12
Lennon Dale,northern state, Northern State (GA),ga,1985,1985,northern state (ga),ga,TRUE,16,northern state,14
Lennon Dale,southern illinois, Southern Illinois,hc,2008,-1,southern illinois,hc,TRUE,#VALUE!,southern illinois,17
Lennon Dale,valley city state, Valley City State (assistant),ga,1986,1986,valley city state (assistant),ga,TRUE,19,valley city state,17
Levine Tony,auburn, Auburn (GA),ga,2000,2001,auburn (ga),ga,TRUE,8,auburn,6
Levine Tony,carolina panthers, Carolina Panthers (asst. S&C/asst. ST),ga,2006,2007,carolina panthers (asst. s&c/asst. st),ga,TRUE,19,carolina panthers,17
Levine Tony,highland park hs, Highland Park HS (MN) (freshman),ga,1996,1996,highland park hs (mn) (freshman),ga,TRUE,18,highland park hs,16
Levine Tony,houston, Houston,hc,2011,-1,houston,hc,TRUE,#VALUE!,houston,7
Levine Tony,houston, Houston (ST/TE/outside WR),st,2008,2011,houston (st/te/outside wr),st,TRUE,9,houston,7
Levine Tony,louisiana tech, Louisiana Tech (ST/TE),st,2002,2002,louisiana tech (st/te),st,TRUE,16,louisiana tech,14
Levine Tony,louisville, Louisville (football ops),ga,2003,2003,louisville (football ops),ga,TRUE,12,louisville,10
Levine Tony,louisville, Louisville (ST/OLB),st,2004,2005,louisville (st/olb),st,TRUE,12,louisville,10
Levine Tony,texas state, Texas State (WR/TE),wr,1997,1999,texas state (wr/te),wr,TRUE,13,texas state,11
Lewis Bill,arkansas, Arkansas (DB),db,1974,1976,arkansas (db),db,TRUE,10,arkansas,8
Lewis Bill,east carolina, East Carolina,hc,1989,1991,east carolina,hc,TRUE,#VALUE!,east carolina,13
Lewis Bill,east stroudsburg, East Stroudsburg (QB/WR/DB),qb,1963,1965,east stroudsburg (qb/wr/db),qb,TRUE,18,east stroudsburg,16
Lewis Bill,georgia, Georgia (DB),db,1980,1980,georgia (db),db,TRUE,9,georgia,7
Lewis Bill,georgia, Georgia (DC/DB),dc,1981,1988,georgia (dc/db),dc,TRUE,9,georgia,7
Lewis Bill,georgia tech, Georgia Tech,hc,1992,1994,georgia tech,hc,TRUE,#VALUE!,georgia tech,12
Lewis Bill,georgia tech, Georgia Tech (DB),db,1971,1972,georgia tech (db),db,TRUE,14,georgia tech,12
Lewis Bill,miami dolphins, Miami Dolphins (nickel package),db,1996,2004,miami dolphins (nickel package),db,TRUE,16,miami dolphins,14
Lewis Bill,notre dame, Notre Dame (AHC/DB),ahc,2005,2007,notre dame (ahc/db),ahc,TRUE,12,notre dame,10
Lewis Bill,pittsburgh, Pittsburgh (DB),db,1966,1968,pittsburgh (db),db,TRUE,12,pittsburgh,10
Lewis Bill,wake forest, Wake Forest (DB),db,1969,1970,wake forest (db),db,TRUE,13,wake forest,11
Lewis Bill,wyoming, Wyoming,hc,1977,1979,wyoming,hc,TRUE,#VALUE!,wyoming,7
Lewis Larry,colorado state, Colorado State (AHC/ST/RB),ahc,2011,2011,colorado state (ahc/st/rb),ahc,TRUE,16,colorado state,14
Lewis Larry,colorado state, Colorado State (ST/S),st,2008,2010,colorado state (st/s),st,TRUE,16,colorado state,14
Lewis Larry,idaho state, Idaho State,hc,1999,2006,idaho state,hc,TRUE,#VALUE!,idaho state,11
Lewis Larry,nevada, Nevada (ST/RB),st,2012,2013,nevada (st/rb),st,TRUE,8,nevada,6
Lewis Larry,virginia, Virginia (ST/RB),st,2013,-1,virginia (st/rb),st,TRUE,10,virginia,8
Lewis Larry,washington state, Washington State (AHC/ST),ahc,1995,1998,washington state (ahc/st),ahc,TRUE,18,washington state,16
Lewis Larry,washington state, Washington State (DE),dl,1989,1994,washington state (de),dl,TRUE,18,washington state,16
Lewis Larry,weber state, Weber State (OLB),lb,1981,1985,weber state (olb),lb,TRUE,13,weber state,11
Lewis Larry,weber state, Weber State (DL),dl,1986,1988,weber state (dl),dl,TRUE,13,weber state,11
Lewis Monty,colorado state, Colorado State asst,ga,1991,1991,colorado state asst,ga,TRUE,#VALUE!,colorado state asst,14
Lewis Monty,fort hays asst, Fort Hays asst,ga,1986,1986,fort hays asst,ga,TRUE,#VALUE!,fort hays asst,14
Lewis Monty,friends, Friends,hc,2003,2003,friends,hc,TRUE,#VALUE!,friends,7
Lewis Monty,kentucky asst, Kentucky asst,ga,1992,1992,kentucky asst,ga,TRUE,#VALUE!,kentucky asst,13
Lewis Monty,macmurray asst, MacMurray asst,ga,1989,1990,macmurray asst,ga,TRUE,#VALUE!,macmurray asst,14
Lewis Monty,northeastern oklahoma asst, Northeastern Oklahoma asst,ga,1987,1988,northeastern oklahoma asst,ga,TRUE,#VALUE!,northeastern oklahoma asst,26
Lewis Monty,southwestern, Southwestern,hc,1993,2001,southwestern,hc,TRUE,#VALUE!,southwestern,12
Lewis Monty,southwestern asst, Southwestern asst,ga,1985,-1,southwestern asst,ga,TRUE,#VALUE!,southwestern asst,17
Lewis Monty,west texas a&m, West Texas A&M asst,ga,2002,2002,west texas a&m asst,ga,TRUE,#VALUE!,west texas a&m asst,14
Lichtenberg Tom,bowling green, Bowling Green (OC),oc,2000,2000,bowling green (oc),oc,TRUE,15,bowling green,13
Lichtenberg Tom,drake, Drake (assistant),ga,2007,2009,drake (assistant),ga,TRUE,7,drake,5
Lichtenberg Tom,iowa state, Iowa State (OC),oc,1974,1978,iowa state (oc),oc,TRUE,12,iowa state,10
Lichtenberg Tom,maine, Maine,hc,1989,1989,maine,hc,TRUE,#VALUE!,maine,5
Lichtenberg Tom,morehead state, Morehead State,hc,1979,1980,morehead state,hc,TRUE,#VALUE!,morehead state,14
Lichtenberg Tom,northern iowa, Northern Iowa (assistant),ga,1988,1988,northern iowa (assistant),ga,TRUE,15,northern iowa,13
